1	51400	580865698	105
2	112600	580865708	619
3	359200	580865718	1745
4	451900	580865728	5337
5	405200	580865738	9856
6	325100	580865748	13908
7	422100	580865758	17159
8	438100	580865768	21380
9	387300	580865779	25761
10	368300	580865789	29634
11	455600	580865799	33317
12	419700	580865809	37873
13	469100	580865819	42070
14	391900	580865829	46761
15	414000	580865839	50680
16	424200	580865849	54820
17	441900	580865860	59062
18	457700	580865870	63481
19	428500	580865880	68058
20	375200	580865890	72343
21	495100	580865900	76095
22	478400	580865910	81046
23	413700	580865920	85830
24	464900	580865930	89967
25	479500	580865940	94616
26	443300	580865950	99411
27	469800	580865960	103844
28	415900	580865970	108542
29	469400	580865980	112701
30	461100	580865990	117395
31	456400	580866001	122006
32	447900	580866011	126570
33	473200	580866021	131049
34	480500	580866031	135781
35	382100	580866041	140586
36	402500	580866051	144407
37	443100	580866061	148432
38	471800	580866071	152863
39	447600	580866081	157581
40	403300	580866091	162057
41	436000	580866101	166090
42	433800	580866111	170450
43	434800	580866121	174788
44	454200	580866131	179136
45	462600	580866142	183678
46	505600	580866152	188304
47	430900	580866162	193360
48	480200	580866172	197669
49	489400	580866182	202471
50	513300	580866192	207365
51	503300	580866202	212498
52	486600	580866212	217531
53	512700	580866223	222397
54	465300	580866233	227524
55	483600	580866243	232177
56	517500	580866253	237013
57	484000	580866263	242188
58	488900	580866273	247028
59	497200	580866283	251917
60	446200	580866293	256889
61	485000	580866303	261351
62	498700	580866313	266201
63	511400	580866323	271188
64	503700	580866333	276302
65	492100	580866343	281339
66	467000	580866353	286260
67	486100	580866363	290930
68	477100	580866373	295791
69	488200	580866384	300562
70	507200	580866394	305444
71	481400	580866404	310516
72	483800	580866414	315330
73	505000	580866424	320168
74	470000	580866434	325218
75	488300	580866444	329918
76	475500	580866454	334801
77	472800	580866464	339556
78	469800	580866474	344284
79	498900	580866484	348982
80	507800	580866494	353971
81	460900	580866504	359049
82	475700	580866514	363658
83	470400	580866524	368415
84	497400	580866535	373119
85	425400	580866545	378093
86	523200	580866555	382347
87	476500	580866565	387579
88	468700	580866575	392344
89	473400	580866585	397031
90	458300	580866595	401765
91	481300	580866605	406348
92	545500	580866615	411161
93	462700	580866625	416616
94	465900	580866635	421243
95	421800	580866645	425902
96	511000	580866655	430120
97	504100	580866665	435230
98	496400	580866676	440271
99	515700	580866686	445235
100	453000	580866696	450392
101	513600	580866706	454922
102	507200	580866716	460058
103	528500	580866726	465130
104	486800	580866737	470415
105	472000	580866747	475283
106	496100	580866757	480003
107	460900	580866767	484964
108	492600	580866777	489573
109	482500	580866787	494499
110	435600	580866797	499324
111	467600	580866807	503680
112	468100	580866817	508356
113	438600	580866827	513037
114	496600	580866837	517423
115	497800	580866847	522389
116	498200	580866857	527367
117	500300	580866867	532349
119	484200	580866877	537352
120	513700	580866888	542194
121	528700	580866898	547331
122	484200	580866908	552618
123	517700	580866919	557460
124	505300	580866930	562637
125	495500	580866940	567690
126	521400	580866950	572645
127	504100	580866961	577859
128	510500	580866971	582900
129	477100	580866981	588005
130	472300	580866991	592776
131	455700	580867001	597499
132	494600	580867011	602056
133	462000	580867021	607002
134	479300	580867031	611622
135	459300	580867041	616415
136	478200	580867052	621008
137	491000	580867062	625790
138	464300	580867072	630700
139	459800	580867082	635343
140	464000	580867092	639941
141	473600	580867102	644581
142	468300	580867112	649317
143	484400	580867122	654000
144	491200	580867132	658844
145	484800	580867142	663756
146	482200	580867152	668604
147	421600	580867162	673426
148	470200	580867172	677642
149	478200	580867182	682344
150	464400	580867192	687126
151	448700	580867203	691770
152	489200	580867213	696257
153	490700	580867223	701149
154	477400	580867233	706056
155	535700	580867243	710830
156	442000	580867254	716187
157	466300	580867264	720607
158	476400	580867274	725270
159	462000	580867284	730034
160	482500	580867294	734654
161	451400	580867304	739479
162	468100	580867314	743993
163	466700	580867325	748674
164	477100	580867335	753341
165	457600	580867345	758112
166	459900	580867355	762688
167	502900	580867365	767287
168	396300	580867375	772316
169	490100	580867385	776279
170	472000	580867396	781180
171	392600	580867406	785900
172	492700	580867416	789826
173	493100	580867426	794753
174	459900	580867436	799684
175	457100	580867446	804283
176	444700	580867456	808854
177	441200	580867466	813301
178	470000	580867476	817713
179	404900	580867486	822413
180	488300	580867496	826462
181	474400	580867507	831345
182	421000	580867517	836089
183	466500	580867527	840299
184	481700	580867537	844964
185	443900	580867547	849781
186	414200	580867557	854220
187	413600	580867567	858362
188	429500	580867577	862498
189	498500	580867587	866793
190	418800	580867597	871778
191	449500	580867607	875966
193	478500	580867617	880461
194	456100	580867628	885246
195	427800	580867638	889807
196	339500	580867648	894085
197	407900	580867658	897480
198	467600	580867668	901559
199	430600	580867678	906235
200	497900	580867688	910541
201	405100	580867699	915520
202	376000	580867709	919571
203	469700	580867719	923331
204	403100	580867729	928028
205	437700	580867740	932059
206	464800	580867750	936436
207	472300	580867760	941084
208	417600	580867770	945807
209	420500	580867780	949983
210	493900	580867790	954188
211	464800	580867800	959127
212	470800	580867810	963775
213	491000	580867820	968483
214	460800	580867830	973393
215	460400	580867840	978001
216	494800	580867850	982605
217	436900	580867862	987553
218	411100	580867872	991922
219	434500	580867882	996033
220	460900	580867892	1000378
221	415900	580867902	1004987
222	355000	580867912	1009146
223	448200	580867922	1012696
224	432900	580867932	1017178
225	394200	580867942	1021507
226	427600	580867952	1025449
227	472600	580867962	1029725
228	481000	580867972	1034451
229	467800	580867983	1039261
230	468200	580867993	1043939
231	447500	580868003	1048621
232	364900	580868013	1053096
233	410800	580868023	1056745
234	503500	580868033	1060853
235	480500	580868043	1065888
236	451900	580868053	1070693
237	429600	580868064	1075212
238	526700	580868074	1079508
239	398800	580868084	1084775
240	471100	580868094	1088763
241	428100	580868104	1093474
242	433000	580868114	1097755
243	395900	580868124	1102085
244	450400	580868134	1106044
245	462100	580868144	1110548
246	382200	580868155	1115169
247	471300	580868165	1118991
248	425300	580868176	1123704
249	457000	580868186	1127957
250	423000	580868196	1132527
251	455700	580868206	1136757
252	465100	580868216	1141314
253	378800	580868226	1145965
254	473800	580868236	1149753
255	448900	580868246	1154491
256	449800	580868256	1158980
257	444400	580868267	1163478
258	429400	580868277	1167922
259	463800	580868287	1172216
260	470100	580868297	1176854
261	499300	580868307	1181555
262	486000	580868317	1186548
263	429100	580868327	1191408
264	486700	580868337	1195699
265	475200	580868347	1200566
267	479700	580868357	1205318
268	463400	580868368	1210115
269	472000	580868378	1214749
270	441800	580868388	1219469
271	359000	580868398	1223887
272	453300	580868408	1227477
273	407100	580868418	1232010
274	459000	580868428	1236081
275	433600	580868438	1240671
276	466900	580868448	1245007
277	460100	580868458	1249676
278	477300	580868468	1254277
279	483100	580868479	1259050
280	433500	580868489	1263881
281	442600	580868499	1268216
282	452600	580868509	1272642
283	423200	580868519	1277168
284	421500	580868529	1281400
285	421600	580868539	1285615
286	440700	580868550	1289831
287	403700	580868560	1294238
288	470100	580868570	1298275
289	463200	580868580	1302976
290	483700	580868590	1307608
291	468000	580868600	1312445
292	504300	580868610	1317125
293	450700	580868620	1322168
294	464100	580868630	1326675
295	529100	580868640	1331316
296	474800	580868651	1336607
297	474100	580868662	1341355
298	393300	580868672	1346096
299	440300	580868682	1350029
300	445300	580868692	1354432
301	369100	580868702	1358885
302	473800	580868712	1362576
303	481400	580868722	1367314
304	474400	580868733	1372128
305	495300	580868743	1376872
306	480900	580868753	1381825
307	459500	580868763	1386634
308	467400	580868773	1391229
309	472400	580868783	1395903
310	435600	580868793	1400627
311	530700	580868803	1404983
312	429600	580868814	1410290
313	384300	580868824	1414586
314	471900	580868834	1418429
315	491100	580868844	1423148
316	449500	580868854	1428059
317	499400	580868864	1432554
318	470900	580868874	1437548
319	432800	580868884	1442257
320	400900	580868894	1446585
321	465800	580868905	1450594
322	455900	580868915	1455252
323	484300	580868925	1459811
324	447600	580868935	1464654
325	479600	580868945	1469130
326	485300	580868955	1473926
327	463100	580868965	1478779
328	436600	580868975	1483410
329	469700	580868985	1487776
330	468400	580868995	1492473
331	450800	580869005	1497157
332	407000	580869015	1501665
333	510500	580869025	1505735
334	460300	580869036	1510840
335	438200	580869046	1515443
336	469300	580869056	1519825
337	466300	580869066	1524518
338	409500	580869076	1529181
339	417800	580869087	1533276
340	470200	580869097	1537454
341	387100	580869107	1542156
342	467800	580869117	1546027
343	481500	580869127	1550705
344	475600	580869137	1555520
345	464600	580869147	1560276
346	479700	580869157	1564922
347	419500	580869167	1569719
348	395600	580869177	1573914
349	446900	580869187	1577870
350	483000	580869197	1582339
351	463500	580869207	1587169
352	403500	580869217	1591804
353	459800	580869227	1595839
354	500000	580869237	1600437
356	443100	580869247	1605437
357	403200	580869258	1609868
358	518400	580869268	1613900
359	470600	580869278	1619084
360	484900	580869288	1623790
361	456500	580869298	1628639
362	428400	580869309	1633204
363	486200	580869319	1637488
364	478600	580869329	1642350
365	420600	580869339	1647136
366	395900	580869349	1651342
367	457600	580869359	1655301
368	435500	580869369	1659877
369	441200	580869379	1664232
370	500400	580869389	1668644
371	458700	580869399	1673648
372	443100	580869409	1678235
373	436900	580869420	1682666
374	435200	580869430	1687035
375	438400	580869440	1691387
376	459900	580869450	1695771
377	465900	580869460	1700370
378	466600	580869470	1705029
379	434800	580869480	1709695
380	465400	580869490	1714043
381	495800	580869500	1718697
382	447700	580869510	1723655
383	467100	580869520	1728132
384	452600	580869530	1732803
385	468900	580869540	1737329
386	448900	580869550	1742018
387	470300	580869560	1746507
388	441700	580869570	1751210
389	470300	580869581	1755627
390	477700	580869591	1760330
391	447700	580869601	1765107
392	487300	580869611	1769584
393	505400	580869622	1774457
394	464600	580869632	1779511
395	401000	580869642	1784157
396	486400	580869652	1788167
397	440700	580869662	1793031
398	462700	580869672	1797438
399	401400	580869682	1802065
400	459600	580869692	1806079
401	466900	580869702	1810675
402	421700	580869712	1815344
403	433200	580869722	1819561
404	471000	580869732	1823893
405	446300	580869742	1828603
406	432700	580869752	1833066
407	453300	580869762	1837393
408	473700	580869773	1841926
409	467500	580869783	1846663
410	425900	580869793	1851338
411	422500	580869803	1855597
412	420800	580869813	1859822
413	430700	580869823	1864030
414	448300	580869833	1868337
415	457400	580869843	1872820
416	438900	580869853	1877394
417	468100	580869863	1881783
418	452500	580869873	1886464
419	469400	580869883	1890989
420	461700	580869893	1895683
421	459900	580869903	1900300
422	443600	580869913	1904899
423	453700	580869923	1909335
424	438000	580869933	1913872
425	450200	580869944	1918252
426	431300	580869954	1922754
427	476100	580869964	1927067
428	452400	580869974	1931828
429	457300	580869984	1936352
430	441500	580869994	1940925
431	469800	580870004	1945340
432	419900	580870014	1950038
433	434100	580870024	1954237
434	403100	580870034	1958578
435	411600	580870044	1962609
436	486000	580870054	1966725
437	417800	580870066	1971585
438	379800	580870076	1975763
439	396100	580870086	1979561
440	440600	580870096	1983522
441	408100	580870106	1987928
442	387400	580870116	1992009
443	434500	580870126	1995883
444	443500	580870137	2000228
445	387700	580870147	2004663
446	428800	580870157	2008540
447	444900	580870167	2012828
448	421800	580870177	2017277
449	418300	580870187	2021495
451	496400	580870197	2025678
452	471100	580870208	2030642
453	425800	580870218	2035353
454	443800	580870228	2039611
455	461100	580870238	2044049
456	407600	580870248	2048660
457	455200	580870258	2052736
458	418600	580870268	2057288
459	458100	580870278	2061474
460	430100	580870289	2066055
461	431600	580870299	2070356
462	453300	580870309	2074672
463	408300	580870319	2079205
464	407000	580870329	2083288
465	422200	580870339	2087358
466	477300	580870349	2091580
467	390100	580870359	2096353
468	439700	580870369	2100254
469	460400	580870379	2104651
470	466700	580870389	2109255
471	447000	580870399	2113922
472	467200	580870409	2118392
473	386600	580870420	2123064
474	452400	580870430	2126930
475	483500	580870440	2131454
476	439800	580870450	2136289
477	431400	580870460	2140687
478	473000	580870470	2145001
479	430500	580870480	2149731
480	457400	580870490	2154036
481	438600	580870500	2158610
482	453200	580870510	2162996
483	437200	580870520	2167528
484	387400	580870530	2171900
485	426700	580870540	2175774
486	427900	580870550	2180041
487	397000	580870560	2184320
488	421300	580870570	2188290
489	483900	580870581	2192503
490	386200	580870591	2197342
491	407100	580870601	2201204
492	420700	580870611	2205275
493	472300	580870621	2209482
494	374200	580870631	2214205
495	427000	580870641	2217947
496	469000	580870651	2222217
497	416600	580870661	2226907
498	390800	580870671	2231073
499	492500	580870681	2234981
500	420700	580870691	2239906
501	395200	580870701	2244113
502	400700	580870711	2248065
503	424600	580870721	2252072
504	433200	580870731	2256318
505	388900	580870741	2260650
506	458400	580870752	2264539
507	426700	580870762	2269123
508	405200	580870772	2273390
509	466400	580870782	2277442
510	434400	580870792	2282106
511	436400	580870802	2286450
512	475500	580870812	2290814
513	432800	580870822	2295569
